user_id,ts,date
UA000000107362550,2020-07-04T15:37:05.398+0000,2020-07-04
UA000000107358411,2020-07-04T15:33:51.113+0000,2020-07-04
UA000000107369024,2020-07-04T15:48:48.446+0000,2020-07-04
UA000000107381041,2020-07-04T16:11:08.011+0000,2020-07-04
UA000000107362902,2020-07-04T15:37:43.514+0000,2020-07-04
UA000000107357951,2020-07-04T15:28:18.259+0000,2020-07-04
UA000000107370837,2020-07-04T15:52:14.786+0000,2020-07-04
UA000000107374815,2020-07-04T15:59:30.216+0000,2020-07-04
UA000000107369177,2020-07-04T15:49:05.345+0000,2020-07-04
UA000000107373278,2020-07-04T15:56:45.135+0000,2020-07-04
UA000000107359942,2020-07-04T15:32:11.975+0000,2020-07-04
UA000000107363555,2020-07-04T15:38:56.945+0000,2020-07-04
UA000000107374406,2020-07-04T15:58:48.036+0000,2020-07-04
UA000000107369171,2020-07-04T15:49:04.651+0000,2020-07-04
UA000000107372452,2020-07-04T16:11:01.657+0000,2020-07-04
UA000000107368898,2020-07-04T16:02:21.308+0000,2020-07-04
UA000000107373534,2020-07-04T16:01:35.137+0000,2020-07-04
UA000000107376770,2020-07-04T16:03:31.774+0000,2020-07-04
UA000000107358016,2020-07-04T15:30:09.208+0000,2020-07-04
UA000000107361415,2020-07-04T15:34:57.174+0000,2020-07-04
UA000000107371892,2020-07-04T16:08:51.540+0000,2020-07-04
UA000000107371237,2020-07-04T15:53:02.117+0000,2020-07-04
UA000000107379685,2020-07-04T16:08:40.420+0000,2020-07-04
UA000000107371220,2020-07-04T15:52:59.471+0000,2020-07-04
UA000000107361395,2020-07-04T15:43:54.645+0000,2020-07-04
UA000000107378018,2020-07-04T16:05:34.159+0000,2020-07-04
UA000000107362908,2020-07-04T15:41:58.028+0000,2020-07-04
UA000000107363749,2020-07-04T16:00:50.883+0000,2020-07-04
UA000000107358073,2020-07-04T15:28:30.880+0000,2020-07-04
UA000000107380379,2020-07-04T16:09:57.841+0000,2020-07-04
UA000000107376638,2020-07-04T16:02:56.659+0000,2020-07-04
UA000000107367064,2020-07-04T15:45:15.024+0000,2020-07-04
UA000000107358756,2020-07-04T16:08:23.769+0000,2020-07-04
UA000000107364431,2020-07-04T15:40:30.211+0000,2020-07-04
UA000000107364843,2020-07-04T15:41:14.331+0000,2020-07-04
UA000000107363336,2020-07-04T15:39:19.769+0000,2020-07-04
UA000000107361550,2020-07-04T15:35:15.889+0000,2020-07-04
UA000000107378724,2020-07-04T16:06:53.449+0000,2020-07-04
UA000000107364194,2020-07-04T15:48:25.940+0000,2020-07-04
UA000000107361741,2020-07-04T15:35:37.549+0000,2020-07-04
UA000000107365811,2020-07-04T15:47:07.314+0000,2020-07-04
UA000000107372538,2020-07-04T16:09:45.786+0000,2020-07-04
UA000000107362994,2020-07-04T15:37:54.562+0000,2020-07-04
UA000000107381882,2020-07-04T16:12:36.628+0000,2020-07-04
UA000000107359587,2020-07-04T15:47:04.253+0000,2020-07-04
UA000000107360738,2020-07-04T15:33:39.028+0000,2020-07-04
UA000000107367139,2020-07-04T16:11:59.708+0000,2020-07-04
UA000000107376764,2020-07-04T16:09:09.066+0000,2020-07-04
UA000000107374704,2020-07-04T15:59:18.805+0000,2020-07-04
UA000000107358217,2020-07-04T15:29:53.797+0000,2020-07-04
UA000000107362153,2020-07-04T15:36:22.202+0000,2020-07-04
UA000000107367085,2020-07-04T15:46:29.123+0000,2020-07-04
UA000000107360541,2020-07-04T15:33:20.257+0000,2020-07-04
UA000000107378482,2020-07-04T16:11:44.378+0000,2020-07-04
UA000000107363145,2020-07-04T15:38:15.165+0000,2020-07-04
UA000000107365740,2020-07-04T15:42:55.264+0000,2020-07-04
UA000000107367199,2020-07-04T15:53:29.169+0000,2020-07-04
UA000000107358272,2020-07-04T15:28:53.544+0000,2020-07-04
UA000000107374722,2020-07-04T16:01:18.627+0000,2020-07-04
UA000000107368195,2020-07-04T15:47:20.603+0000,2020-07-04
UA000000107364586,2020-07-04T15:40:47.155+0000,2020-07-04
UA000000107358180,2020-07-04T15:28:41.422+0000,2020-07-04
UA000000107359895,2020-07-04T15:32:05.175+0000,2020-07-04
UA000000107358324,2020-07-04T15:28:58.974+0000,2020-07-04
UA000000107370607,2020-07-04T15:51:45.642+0000,2020-07-04
UA000000107359191,2020-07-04T15:32:15.532+0000,2020-07-04
UA000000107371466,2020-07-04T15:53:26.012+0000,2020-07-04
UA000000107366405,2020-07-04T15:44:07.196+0000,2020-07-04
UA000000107362680,2020-07-04T16:00:20.518+0000,2020-07-04
UA000000107364548,2020-07-04T15:50:37.892+0000,2020-07-04
UA000000107374549,2020-07-04T16:08:00.703+0000,2020-07-04
UA000000107362572,2020-07-04T15:37:08.064+0000,2020-07-04
UA000000107381492,2020-07-04T16:11:55.757+0000,2020-07-04
UA000000107372427,2020-07-04T15:55:12.373+0000,2020-07-04
UA000000107359781,2020-07-04T15:31:50.473+0000,2020-07-04
UA000000107364797,2020-07-04T15:41:09.544+0000,2020-07-04
UA000000107378752,2020-07-04T16:13:27.752+0000,2020-07-04
UA000000107376451,2020-07-04T16:02:37.625+0000,2020-07-04
UA000000107364141,2020-07-04T16:06:54.320+0000,2020-07-04
UA000000107361094,2020-07-04T15:34:18.963+0000,2020-07-04
UA000000107379891,2020-07-04T16:09:03.835+0000,2020-07-04
UA000000107360441,2020-07-04T15:37:30.370+0000,2020-07-04
UA000000107381694,2020-07-04T16:12:17.656+0000,2020-07-04
UA000000107357933,2020-07-04T15:28:15.933+0000,2020-07-04
UA000000107380069,2020-07-04T16:09:21.829+0000,2020-07-04
UA000000107371502,2020-07-04T15:53:29.586+0000,2020-07-04
UA000000107368650,2020-07-04T15:48:08.034+0000,2020-07-04
UA000000107359533,2020-07-04T15:34:03.202+0000,2020-07-04
UA000000107360584,2020-07-04T15:33:25.454+0000,2020-07-04
UA000000107363225,2020-07-04T15:38:22.287+0000,2020-07-04
UA000000107367153,2020-07-04T15:45:25.272+0000,2020-07-04
UA000000107378859,2020-07-04T16:07:07.366+0000,2020-07-04
UA000000107359064,2020-07-04T15:38:00.951+0000,2020-07-04
UA000000107365375,2020-07-04T15:58:30.403+0000,2020-07-04
UA000000107362385,2020-07-04T15:55:27.001+0000,2020-07-04
UA000000107371405,2020-07-04T15:53:18.166+0000,2020-07-04
UA000000107374565,2020-07-04T16:00:14.895+0000,2020-07-04
UA000000107375087,2020-07-04T16:02:28.059+0000,2020-07-04
UA000000107362773,2020-07-04T15:37:27.003+0000,2020-07-04
UA000000107375637,2020-07-04T16:09:39.661+0000,2020-07-04
UA000000107381077,2020-07-04T16:11:11.259+0000,2020-07-04
UA000000107360645,2020-07-04T15:46:27.530+0000,2020-07-04
UA000000107358433,2020-07-04T15:29:10.825+0000,2020-07-04
UA000000107370419,2020-07-04T15:51:22.389+0000,2020-07-04
UA000000107359493,2020-07-04T15:31:17.934+0000,2020-07-04
UA000000107366924,2020-07-04T16:12:33.583+0000,2020-07-04
UA000000107364185,2020-07-04T15:40:38.945+0000,2020-07-04
UA000000107371643,2020-07-04T15:53:44.261+0000,2020-07-04
UA000000107367532,2020-07-04T15:46:05.296+0000,2020-07-04
UA000000107364226,2020-07-04T15:49:38.019+0000,2020-07-04
UA000000107362575,2020-07-04T15:37:08.472+0000,2020-07-04
UA000000107372605,2020-07-04T15:56:33.789+0000,2020-07-04
UA000000107370926,2020-07-04T15:52:25.448+0000,2020-07-04
UA000000107379587,2020-07-04T16:08:28.944+0000,2020-07-04
UA000000107359824,2020-07-04T16:10:22.436+0000,2020-07-04
UA000000107380522,2020-07-04T16:11:08.358+0000,2020-07-04
UA000000107376346,2020-07-04T16:04:29.155+0000,2020-07-04
UA000000107372120,2020-07-04T16:13:39.997+0000,2020-07-04
UA000000107359032,2020-07-04T15:52:56.938+0000,2020-07-04
UA000000107360110,2020-07-04T15:33:01.634+0000,2020-07-04
UA000000107370024,2020-07-04T15:50:39.219+0000,2020-07-04
UA000000107365142,2020-07-04T15:56:07.069+0000,2020-07-04
UA000000107358141,2020-07-04T15:28:38.458+0000,2020-07-04
UA000000107376484,2020-07-04T16:04:41.737+0000,2020-07-04
UA000000107358058,2020-07-04T16:10:39.689+0000,2020-07-04
UA000000107376389,2020-07-04T16:02:30.821+0000,2020-07-04
UA000000107378341,2020-07-04T16:08:08.729+0000,2020-07-04
UA000000107358711,2020-07-04T15:29:46.785+0000,2020-07-04
UA000000107382128,2020-07-04T16:13:03.312+0000,2020-07-04
UA000000107366503,2020-07-04T16:12:57.467+0000,2020-07-04
UA000000107371028,2020-07-04T15:57:38.385+0000,2020-07-04
UA000000107376624,2020-07-04T16:02:54.142+0000,2020-07-04
UA000000107373152,2020-07-04T15:56:33.351+0000,2020-07-04
UA000000107360510,2020-07-04T16:06:29.257+0000,2020-07-04
UA000000107364509,2020-07-04T15:40:37.924+0000,2020-07-04
UA000000107364180,2020-07-04T16:00:25.328+0000,2020-07-04
UA000000107377443,2020-07-04T16:04:37.502+0000,2020-07-04
UA000000107366498,2020-07-04T15:44:16.605+0000,2020-07-04
UA000000107368043,2020-07-04T15:47:03.435+0000,2020-07-04
UA000000107366852,2020-07-04T15:44:54.488+0000,2020-07-04
UA000000107373673,2020-07-04T15:57:24.749+0000,2020-07-04
UA000000107362830,2020-07-04T15:46:22.493+0000,2020-07-04
UA000000107370701,2020-07-04T15:51:58.371+0000,2020-07-04
UA000000107377209,2020-07-04T16:03:59.205+0000,2020-07-04
UA000000107361876,2020-07-04T15:58:38.566+0000,2020-07-04
UA000000107360821,2020-07-04T15:33:49.102+0000,2020-07-04
UA000000107362185,2020-07-04T15:38:29.612+0000,2020-07-04
UA000000107366982,2020-07-04T16:11:00.229+0000,2020-07-04
UA000000107364907,2020-07-04T15:42:48.040+0000,2020-07-04
UA000000107362759,2020-07-04T15:45:01.540+0000,2020-07-04
UA000000107361452,2020-07-04T16:09:17.081+0000,2020-07-04
UA000000107364035,2020-07-04T15:39:49.739+0000,2020-07-04
UA000000107377500,2020-07-04T16:04:33.677+0000,2020-07-04
UA000000107374600,2020-07-04T15:59:06.892+0000,2020-07-04
UA000000107369950,2020-07-04T15:50:31.444+0000,2020-07-04
UA000000107358303,2020-07-04T15:44:17.933+0000,2020-07-04
UA000000107371825,2020-07-04T16:04:44.534+0000,2020-07-04
UA000000107360226,2020-07-04T15:35:43.045+0000,2020-07-04
UA000000107380218,2020-07-04T16:11:15.211+0000,2020-07-04
UA000000107367522,2020-07-04T15:53:15.273+0000,2020-07-04
UA000000107363587,2020-07-04T15:46:25.964+0000,2020-07-04
UA000000107369016,2020-07-04T15:48:47.786+0000,2020-07-04
UA000000107366283,2020-07-04T15:44:01.914+0000,2020-07-04
UA000000107381582,2020-07-04T16:12:06.407+0000,2020-07-04
UA000000107374003,2020-07-04T15:58:01.228+0000,2020-07-04
UA000000107365159,2020-07-04T15:45:18.041+0000,2020-07-04
UA000000107372771,2020-07-04T16:13:30.269+0000,2020-07-04
UA000000107377475,2020-07-04T16:04:31.273+0000,2020-07-04
UA000000107371843,2020-07-04T15:56:48.195+0000,2020-07-04
UA000000107381480,2020-07-04T16:11:53.540+0000,2020-07-04
UA000000107367338,2020-07-04T16:02:46.683+0000,2020-07-04
UA000000107358614,2020-07-04T15:32:29.313+0000,2020-07-04
UA000000107370822,2020-07-04T15:52:12.169+0000,2020-07-04
UA000000107381565,2020-07-04T16:12:03.394+0000,2020-07-04
UA000000107382139,2020-07-04T16:13:04.036+0000,2020-07-04
UA000000107363510,2020-07-04T16:03:20.807+0000,2020-07-04
UA000000107363146,2020-07-04T15:41:02.342+0000,2020-07-04
UA000000107378253,2020-07-04T16:05:59.983+0000,2020-07-04
UA000000107367565,2020-07-04T16:11:22.848+0000,2020-07-04
UA000000107375000,2020-07-04T16:00:24.557+0000,2020-07-04
UA000000107360316,2020-07-04T15:32:54.934+0000,2020-07-04
UA000000107365055,2020-07-04T15:47:00.109+0000,2020-07-04
UA000000107362792,2020-07-04T15:37:30.078+0000,2020-07-04
UA000000107383171,2020-07-04T16:14:54.534+0000,2020-07-04
UA000000107369464,2020-07-04T15:49:37.437+0000,2020-07-04
UA000000107358772,2020-07-04T15:46:31.033+0000,2020-07-04
UA000000107377829,2020-07-04T16:05:11.738+0000,2020-07-04
UA000000107369143,2020-07-04T15:55:55.847+0000,2020-07-04
UA000000107364836,2020-07-04T16:01:08.117+0000,2020-07-04
UA000000107375397,2020-07-04T16:03:52.959+0000,2020-07-04
UA000000107374064,2020-07-04T15:58:06.915+0000,2020-07-04
UA000000107377892,2020-07-04T16:05:18.745+0000,2020-07-04
UA000000107358570,2020-07-04T15:29:28.821+0000,2020-07-04
UA000000107369339,2020-07-04T16:14:22.828+0000,2020-07-04
UA000000107361978,2020-07-04T15:56:14.939+0000,2020-07-04
UA000000107371633,2020-07-04T15:56:42.630+0000,2020-07-04
UA000000107360704,2020-07-04T15:34:36.866+0000,2020-07-04
UA000000107376048,2020-07-04T16:01:51.225+0000,2020-07-04
UA000000107360244,2020-07-04T15:32:46.484+0000,2020-07-04
UA000000107369565,2020-07-04T15:49:48.724+0000,2020-07-04
UA000000107378736,2020-07-04T16:06:54.518+0000,2020-07-04
UA000000107372452,2020-07-04T15:56:49.478+0000,2020-07-04
UA000000107375996,2020-07-04T16:01:46.259+0000,2020-07-04
UA000000107369883,2020-07-04T15:55:58.947+0000,2020-07-04
UA000000107382001,2020-07-04T16:12:49.421+0000,2020-07-04
UA000000107361134,2020-07-04T15:43:12.189+0000,2020-07-04
UA000000107362582,2020-07-04T15:37:10.039+0000,2020-07-04
UA000000107366441,2020-07-04T15:44:11.225+0000,2020-07-04
UA000000107379345,2020-07-04T16:08:00.669+0000,2020-07-04
UA000000107380738,2020-07-04T16:10:35.629+0000,2020-07-04
UA000000107376444,2020-07-04T16:02:37.124+0000,2020-07-04
UA000000107364245,2020-07-04T15:40:12.720+0000,2020-07-04
UA000000107366935,2020-07-04T15:54:58.342+0000,2020-07-04
UA000000107359768,2020-07-04T15:39:43.161+0000,2020-07-04
UA000000107372277,2020-07-04T15:54:53.608+0000,2020-07-04
UA000000107381854,2020-07-04T16:12:34.503+0000,2020-07-04
UA000000107379395,2020-07-04T16:08:06.686+0000,2020-07-04
UA000000107358851,2020-07-04T15:44:02.856+0000,2020-07-04
UA000000107380817,2020-07-04T16:10:42.991+0000,2020-07-04
UA000000107381817,2020-07-04T16:12:30.228+0000,2020-07-04
UA000000107364089,2020-07-04T16:02:30.545+0000,2020-07-04
UA000000107375374,2020-07-04T16:01:10.829+0000,2020-07-04
UA000000107367251,2020-07-04T15:45:42.118+0000,2020-07-04
UA000000107367119,2020-07-04T15:54:57.810+0000,2020-07-04
UA000000107380771,2020-07-04T16:11:55.272+0000,2020-07-04
UA000000107368020,2020-07-04T15:46:59.854+0000,2020-07-04
UA000000107360444,2020-07-04T15:33:10.264+0000,2020-07-04
UA000000107368102,2020-07-04T15:47:09.765+0000,2020-07-04
UA000000107362195,2020-07-04T15:38:15.533+0000,2020-07-04
UA000000107372587,2020-07-04T15:55:29.944+0000,2020-07-04
UA000000107362493,2020-07-04T15:42:13.698+0000,2020-07-04
UA000000107373505,2020-07-04T15:57:07.503+0000,2020-07-04
UA000000107367303,2020-07-04T15:45:42.146+0000,2020-07-04
UA000000107374498,2020-07-04T15:58:55.491+0000,2020-07-04
UA000000107364310,2020-07-04T16:04:26.608+0000,2020-07-04
UA000000107362143,2020-07-04T15:50:31.102+0000,2020-07-04
UA000000107380829,2020-07-04T16:13:08.598+0000,2020-07-04
UA000000107368003,2020-07-04T15:47:21.558+0000,2020-07-04
UA000000107359549,2020-07-04T15:31:25.062+0000,2020-07-04
UA000000107371498,2020-07-04T15:53:29.227+0000,2020-07-04
UA000000107362563,2020-07-04T15:37:07.181+0000,2020-07-04
UA000000107360450,2020-07-04T15:36:13.817+0000,2020-07-04
UA000000107379147,2020-07-04T16:07:37.995+0000,2020-07-04
UA000000107374599,2020-07-04T15:59:06.740+0000,2020-07-04
UA000000107364962,2020-07-04T15:41:39.201+0000,2020-07-04
UA000000107364082,2020-07-04T15:39:55.052+0000,2020-07-04
UA000000107371453,2020-07-04T15:53:39.888+0000,2020-07-04
UA000000107370833,2020-07-04T15:52:14.407+0000,2020-07-04
UA000000107369382,2020-07-04T15:49:28.510+0000,2020-07-04
UA000000107376462,2020-07-04T16:02:41.289+0000,2020-07-04
UA000000107367723,2020-07-04T15:46:24.051+0000,2020-07-04
UA000000107368859,2020-07-04T15:48:31.570+0000,2020-07-04
UA000000107362430,2020-07-04T15:36:54.578+0000,2020-07-04
UA000000107366805,2020-07-04T15:44:47.443+0000,2020-07-04
UA000000107361523,2020-07-04T15:35:11.007+0000,2020-07-04
UA000000107372597,2020-07-04T16:04:56.191+0000,2020-07-04
UA000000107369237,2020-07-04T16:05:59.210+0000,2020-07-04
UA000000107362083,2020-07-04T15:45:39.697+0000,2020-07-04
UA000000107366054,2020-07-04T15:43:30.619+0000,2020-07-04
UA000000107377959,2020-07-04T16:07:28.359+0000,2020-07-04
UA000000107368435,2020-07-04T15:47:45.021+0000,2020-07-04
UA000000107381478,2020-07-04T16:11:53.325+0000,2020-07-04
UA000000107359580,2020-07-04T16:02:43.537+0000,2020-07-04
UA000000107370886,2020-07-04T15:52:19.224+0000,2020-07-04
UA000000107358785,2020-07-04T15:31:16.093+0000,2020-07-04
UA000000107366863,2020-07-04T15:44:53.809+0000,2020-07-04
UA000000107364456,2020-07-04T16:02:58.325+0000,2020-07-04
UA000000107366484,2020-07-04T15:46:27.629+0000,2020-07-04
UA000000107374945,2020-07-04T15:59:46.851+0000,2020-07-04
UA000000107374348,2020-07-04T16:06:59.155+0000,2020-07-04
UA000000107366521,2020-07-04T15:45:14.549+0000,2020-07-04
UA000000107369137,2020-07-04T15:49:00.198+0000,2020-07-04
UA000000107377214,2020-07-04T16:04:02.139+0000,2020-07-04
UA000000107380385,2020-07-04T16:09:58.699+0000,2020-07-04
UA000000107373954,2020-07-04T15:57:54.713+0000,2020-07-04
UA000000107368184,2020-07-04T15:51:07.810+0000,2020-07-04
UA000000107382951,2020-07-04T16:14:29.322+0000,2020-07-04
UA000000107369289,2020-07-04T16:03:53.212+0000,2020-07-04
UA000000107370997,2020-07-04T15:53:52.984+0000,2020-07-04
UA000000107377045,2020-07-04T16:11:28.666+0000,2020-07-04
UA000000107362072,2020-07-04T15:37:04.571+0000,2020-07-04
UA000000107371779,2020-07-04T15:54:00.378+0000,2020-07-04
UA000000107359592,2020-07-04T15:40:00.824+0000,2020-07-04
UA000000107363133,2020-07-04T15:38:11.265+0000,2020-07-04
UA000000107362961,2020-07-04T16:01:46.336+0000,2020-07-04
UA000000107369986,2020-07-04T16:13:53.935+0000,2020-07-04
UA000000107373332,2020-07-04T15:57:08.783+0000,2020-07-04
UA000000107366746,2020-07-04T15:44:41.219+0000,2020-07-04
UA000000107377216,2020-07-04T16:03:59.665+0000,2020-07-04
