channel_type,sephora_id,order_number,transaction_line_number,transaction_datetime,transaction_date,transaction_datetime_local,dp_update_timestamp,partition,offset,timestamp,fulfill_milestone_datetime,store_number,atg_order_number,org_id,atg_id,usa_id,transaction_datetime_utc,channel,bi_tier_atorder,sku_number,sku_description,department_number,regular_sales_unit_price,gross_sales_usd_amount,gross_sales_local_amount,sales_afterdiscount_usd_amount,sales_afterdiscount_local_amount,net_sales_usd_amount,net_sales_local_amount,discount_usd_amount,discount_local_amount,units,exchange_rate,origin_of_order,country_of_origin,currency_code,csr_id,transaction_number,language,tax_amount,original_order_number,transaction_type,line_void_flag,dotcom_guest_flag,flash_order_type,gift_wrap_flag,gwp_flag,gift_card_flag,shipping_method,atg_commerce_item_type,atg_shipping_group_type,expected_shipment_datetime,sample_flag,terminal_id,product_description,demand_discounted_sales,line_cancel_flag,line_cancel_datetime,return_reason,external_order_number,external_order_type,tip_employee_id,tip_amount,tip_percent,order_submit_datetime,order_submit_datetime_utc,order_submit_datetime_local,order_submit_year_month,order_submit_date,order_submit_hour,dp_create_timestamp,sephora_id_update_timestamp,topic,hold_release_datetime,fulfillment_type,pick_in_progress_datetime,picked_up_datetime,ready_for_pickup_datetime,pickup_sla_hours,pickup_store_number,cancel_type,cancel_reason_text,cancel_reason_code,pickup_cancelled_datetime,seller_org_code,shipped_datetime,ready_for_shipping_datetime,ready_for_shipping_sla_hours,delivered_datetime,sla_met_delivered_flag,curbside_check_in_datetime,curbside_pickup_sla_minutes,courier_name,return_to_dc,return_tracking_number,return_delivered_datetime,ba_productivity_employee_id,res_confirmation_number,extn_delivery_start_time,extn_delivery_end_time,extn_delivery_location_tz,extn_delivery_pickup_start_time,alternate_pickup_flag,hal_selected,hal_location_type,hal_location_id,hal_location_partner,hal_location_company,hal_ready_for_pickup_datetime,hal_hold_until_datetime,hal_reminder1_datetime,hal_reminder2_datetime,hal_picked_up_datetime,hal_return_to_sender_datetime
US ONLINE,1140778025,40775210905,3,2021-12-09 15:02:25,2021-12-09,2021-12-09 15:02:25,2021-12-16 10:04:46,9,18164263,1639092392770,null,null,40775210905,01,33645694182,2300000093728302,2021-12-09 23:02:25,Online,BI,1925726,FENTY BEAUTY by Rihanna Match Stix Matte Contour Skinstick-Mocha,10,26,26,26,20.8,20.8,20.8,20.8,5.2,5.2,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.57,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,FENTY BEAUTY by Rihanna Match Stix Matte Contour Skinstick-Mocha,20.8,null,null,null,null,null,null,null,null,2021-12-09 14:51:18,2021-12-09 22:51:18,2021-12-09 14:51:18,202112,2021-12-09,14,2021-12-09 23:30:00,2021-12-09 23:30:00,OrderLine,2021-12-09 15:02:25,PICKUP,2021-12-09 15:12:12,null,2021-12-09 15:16:10,1,242,SELF_CANCEL,Customer Request,41,2021-12-09 14:51:18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1035066474,40167600948,1,2021-11-14 23:54:14,2021-11-14,2021-11-14 23:54:14,2021-11-21 10:01:58,16,17213512,1636964413246,null,null,40167600948,01,5614284723,2300000025895276,2021-11-15 07:54:14,Online,VIB,2368439,Charlotte Tilbury Airbrush Flawless Setting Spray-3.3 oz / 100 ml,10,35,35,35,29.75,29.75,29.75,29.75,5.25,5.25,1,null,iphoneAppV2.0,US,USD,null,null,en_US,2.24,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Charlotte Tilbury Airbrush Flawless Setting Spray-3.3 oz / 100 ml,29.75,null,null,null,null,null,null,null,null,2021-11-14 23:43:20,2021-11-15 07:43:20,2021-11-14 23:43:20,202111,2021-11-14,23,2021-11-15 08:24:00,2021-11-15 08:24:00,OrderLine,2021-11-14 23:54:14,PICKUP,2021-11-15 08:13:19,2021-11-17 12:56:11,2021-11-15 08:13:26,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1035066474,40167600948,2,2021-11-14 23:54:14,2021-11-14,2021-11-14 23:54:14,2021-11-21 10:01:58,15,16738468,1636964413248,null,null,40167600948,01,5614284723,2300000025895276,2021-11-15 07:54:14,Online,VIB,2281764,PATRICK TA Monochrome Moment - Velvet Blush-She's Adorable,10,32,32,32,27.2,27.2,27.2,27.2,4.8,4.8,1,null,iphoneAppV2.0,US,USD,null,null,en_US,2.05,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,PATRICK TA Monochrome Moment - Velvet Blush-She's Adorable,27.2,null,null,null,null,null,null,null,null,2021-11-14 23:43:20,2021-11-15 07:43:20,2021-11-14 23:43:20,202111,2021-11-14,23,2021-11-15 08:24:00,2021-11-15 08:24:00,OrderLine,2021-11-14 23:54:14,PICKUP,2021-11-15 08:13:19,2021-11-17 12:56:11,2021-11-15 08:13:26,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1005732532,40167361918,1,2021-11-14 23:48:09,2021-11-14,2021-11-14 23:48:09,2021-11-21 10:01:58,3,16731296,1636964412102,null,null,40167361918,01,1931735590,2300000006950512,2021-11-15 07:48:09,Online,VIB,513176,CHANEL COCO MADEMOISELLE Eau de Parfum-3.4 oz/ 100 mL Eau de Parfum Spray,20,138,138,138,117.3,117.3,117.3,117.3,20.7,20.7,1,null,iphoneAppV2.0,US,USD,null,null,en_US,8.83,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,CHANEL COCO MADEMOISELLE Eau de Parfum-3.4 oz/ 100 mL Eau de Parfum Spray,117.3,null,null,null,null,null,null,null,null,2021-11-14 23:37:51,2021-11-15 07:37:51,2021-11-14 23:37:51,202111,2021-11-14,23,2021-11-15 08:22:00,2021-11-15 08:22:00,OrderLine,2021-11-14 23:48:09,PICKUP,2021-11-15 08:11:16,2021-11-15 14:23:20,2021-11-15 08:11:23,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1129724569,40166906698,2,null,null,null,2021-11-15 09:14:59,11,16885286,1636964414092,null,null,40166906698,01,31902234070,2300000090758690,null,Online,BI,1292820,Bobbi Brown Vitamin Enriched Face Base Priming Moisturizer-1.7 oz/ 50 mL,10,64,64,64,57.6,57.6,57.6,57.6,6.4,6.4,1,null,iphoneAppV2.0,US,USD,null,null,en_US,4.54,null,S,N,N,null,N,N,N,Same Day Delivery,SephoraNormalCommerceItem,sameDayShippingGroup,2021-11-15 23:59:00,N,null,Bobbi Brown Vitamin Enriched Face Base Priming Moisturizer-1.7 oz/ 50 mL,57.6,Y,2021-11-14 23:39:21,null,null,null,null,null,null,2021-11-14 23:28:47,2021-11-15 07:28:47,2021-11-14 23:28:47,202111,2021-11-14,23,2021-11-15 08:26:03,2021-11-15 08:26:03,OrderLine,null,SAMEDAY,null,null,null,null,242,FRAUD_CANCEL,Reject Review,005,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1129724569,40166906698,1,null,null,null,2021-11-15 09:14:59,4,17202473,1636964414091,null,null,40166906698,01,31902234070,2300000090758690,null,Online,BI,2368439,Charlotte Tilbury Airbrush Flawless Setting Spray-3.3 oz / 100 ml,10,35,35,35,31.5,31.5,31.5,31.5,3.5,3.5,1,null,iphoneAppV2.0,US,USD,null,null,en_US,2.48,null,S,N,N,null,N,N,N,Same Day Delivery,SephoraNormalCommerceItem,sameDayShippingGroup,2021-11-15 23:59:00,N,null,Charlotte Tilbury Airbrush Flawless Setting Spray-3.3 oz / 100 ml,31.5,Y,2021-11-14 23:39:21,null,null,null,null,null,null,2021-11-14 23:28:47,2021-11-15 07:28:47,2021-11-14 23:28:47,202111,2021-11-14,23,2021-11-15 08:26:03,2021-11-15 08:26:03,OrderLine,null,SAMEDAY,null,null,null,null,242,FRAUD_CANCEL,Reject Review,005,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1013019835,40166059427,1,2021-11-14 23:27:08,2021-11-14,2021-11-14 23:27:08,2021-11-21 10:01:58,7,17225401,1636962956396,null,null,40166059427,01,2760952175,2300000014851535,2021-11-15 07:27:08,Online,BI,2504413,Rare Beauty by Selena Gomez Lip Soufflé Matte Lip Cream Duo,10,20,20,20,18,18,18,18,2,2,1,null,mobileWeb,US,USD,null,null,en_US,1.36,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Rare Beauty by Selena Gomez Lip Soufflé Matte Lip Cream Duo,18,null,null,null,null,null,null,null,null,2021-11-14 23:16:11,2021-11-15 07:16:11,2021-11-14 23:16:11,202111,2021-11-14,23,2021-11-15 07:56:00,2021-11-15 07:56:00,OrderLine,2021-11-14 23:27:08,PICKUP,2021-11-15 08:09:31,2021-11-16 12:48:09,2021-11-15 08:09:32,0,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1076383818,39907641728,1,2021-11-05 10:56:07,2021-11-05,2021-11-05 10:56:07,2021-11-17 10:05:25,8,15992095,1636145136309,null,null,39907641728,01,1958902182,2300000007252120,2021-11-05 17:56:07,Online,ROUGE,2501815,Olaplex No.4P Blonde Enhancer™ Toning Shampoo-8.5 oz/ 250 mL,16,28,28,28,22.4,22.4,22.4,22.4,5.6,5.6,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.69,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Olaplex No.4P Blonde Enhancer™ Toning Shampoo-8.5 oz/ 250 mL,22.4,null,null,null,null,null,null,null,null,2021-11-05 10:44:45,2021-11-05 17:44:45,2021-11-05 10:44:45,202111,2021-11-05,10,2021-11-05 20:52:00,2021-11-05 20:52:00,OrderLine,2021-11-05 10:56:07,PICKUP,2021-11-05 11:19:28,2021-11-05 12:13:28,2021-11-05 11:19:29,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1076383818,39907641728,2,2021-11-05 10:56:07,2021-11-05,2021-11-05 10:56:07,2021-11-17 10:05:25,8,15992096,1636145136309,null,null,39907641728,01,1958902182,2300000007252120,2021-11-05 17:56:07,Online,ROUGE,2118875,Olaplex No. 5 Bond Maintenance™ Conditioner-8.5 oz/ 250 mL,16,28,28,28,22.4,22.4,22.4,22.4,5.6,5.6,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.69,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Olaplex No. 5 Bond Maintenance™ Conditioner-8.5 oz/ 250 mL,22.4,null,null,null,null,null,null,null,null,2021-11-05 10:44:45,2021-11-05 17:44:45,2021-11-05 10:44:45,202111,2021-11-05,10,2021-11-05 20:52:00,2021-11-05 20:52:00,OrderLine,2021-11-05 10:56:07,PICKUP,2021-11-05 11:19:28,2021-11-05 12:13:28,2021-11-05 11:19:29,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1062216112,39906447857,2,2021-11-05 10:43:08,2021-11-05,2021-11-05 10:43:08,2021-11-17 10:05:25,9,15820719,1636143686303,null,null,39906447857,01,12437265024,2300000063818111,2021-11-05 17:43:08,Online,ROUGE,2464634,Kérastase Curl Manifesto Lightweight Conditioner for Curly Hair-8.5 oz/ 250 mL,16,42,42,42,33.6,33.6,33.6,33.6,8.4,8.4,1,null,androidNativeApp,US,USD,null,null,en_US,2.53,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Kérastase Curl Manifesto Lightweight Conditioner for Curly Hair-8.5 oz/ 250 mL,33.6,null,null,null,null,null,null,null,null,2021-11-05 10:31:54,2021-11-05 17:31:54,2021-11-05 10:31:54,202111,2021-11-05,10,2021-11-05 20:30:00,2021-11-05 20:30:00,OrderLine,2021-11-05 10:43:08,PICKUP,2021-11-05 11:13:22,2021-11-06 11:25:29,2021-11-05 11:13:24,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1062216112,39906447857,1,2021-11-05 10:43:08,2021-11-05,2021-11-05 10:43:08,2021-11-17 10:05:25,15,15839643,1636143686302,null,null,39906447857,01,12437265024,2300000063818111,2021-11-05 17:43:08,Online,ROUGE,1710276,Lancôme Advanced Génifique Yeux Light-Pearl™ Eye Serum,15,70,70,70,56,56,56,56,14,14,1,null,androidNativeApp,US,USD,null,null,en_US,4.21,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Lancôme Advanced Génifique Yeux Light-Pearl™ Eye Serum,56,null,null,null,null,null,null,null,null,2021-11-05 10:31:54,2021-11-05 17:31:54,2021-11-05 10:31:54,202111,2021-11-05,10,2021-11-05 20:30:00,2021-11-05 20:30:00,OrderLine,2021-11-05 10:43:08,PICKUP,2021-11-05 11:13:22,2021-11-06 11:25:29,2021-11-05 11:13:24,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1026616776,39906986823,4,2021-11-05 10:34:59,2021-11-05,2021-11-05 10:34:59,2021-11-17 10:05:25,16,16255637,1636142450280,null,null,39906986823,01,2444372624,2300000012497092,2021-11-05 17:34:59,Online,ROUGE,2486710,Natasha Denona Glam Face & Eye Palette-Dark,10,59,59,59,47.2,47.2,47.2,47.2,11.8,11.8,1,null,iphoneAppV2.0,US,USD,null,null,en_US,3.55,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Natasha Denona Glam Face & Eye Palette-Dark,47.2,null,null,null,null,null,null,null,null,2021-11-05 10:23:43,2021-11-05 17:23:43,2021-11-05 10:23:43,202111,2021-11-05,10,2021-11-05 20:04:00,2021-11-05 20:04:00,OrderLine,2021-11-05 10:34:59,PICKUP,2021-11-05 10:43:25,2021-11-07 12:53:28,2021-11-05 10:43:37,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1026616776,39906986823,2,2021-11-05 10:34:59,2021-11-05,2021-11-05 10:34:59,2021-11-17 10:05:25,16,16255635,1636142450279,null,null,39906986823,01,2444372624,2300000012497092,2021-11-05 17:34:59,Online,ROUGE,2486702,Natasha Denona Glam Face & Eye Palette-Light,10,59,59,59,47.2,47.2,47.2,47.2,11.8,11.8,1,null,iphoneAppV2.0,US,USD,null,null,en_US,3.55,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Natasha Denona Glam Face & Eye Palette-Light,47.2,null,null,null,null,null,null,null,null,2021-11-05 10:23:43,2021-11-05 17:23:43,2021-11-05 10:23:43,202111,2021-11-05,10,2021-11-05 20:04:00,2021-11-05 20:04:00,OrderLine,2021-11-05 10:34:59,PICKUP,2021-11-05 10:43:25,2021-11-07 12:53:28,2021-11-05 10:43:37,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1026616776,39906986823,1,2021-11-05 10:34:59,2021-11-05,2021-11-05 10:34:59,2021-11-17 10:05:25,16,16255634,1636142450279,null,null,39906986823,01,2444372624,2300000012497092,2021-11-05 17:34:59,Online,ROUGE,2363836,PATRICK TA Major Beauty Headlines - Double-Take Crème & Powder Blush-Do We Know Her?,10,34,34,34,27.2,27.2,27.2,27.2,6.8,6.8,1,null,iphoneAppV2.0,US,USD,null,null,en_US,2.05,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,PATRICK TA Major Beauty Headlines - Double-Take Crème & Powder Blush-Do We Know Her?,27.2,null,null,null,null,null,null,null,null,2021-11-05 10:23:43,2021-11-05 17:23:43,2021-11-05 10:23:43,202111,2021-11-05,10,2021-11-05 20:04:00,2021-11-05 20:04:00,OrderLine,2021-11-05 10:34:59,PICKUP,2021-11-05 10:43:25,2021-11-07 12:53:28,2021-11-05 10:43:37,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1026616776,39906986823,3,2021-11-05 10:34:59,2021-11-05,2021-11-05 10:34:59,2021-11-17 10:05:25,16,16255636,1636142450280,null,null,39906986823,01,2444372624,2300000012497092,2021-11-05 17:34:59,Online,ROUGE,2473536,Sephora Favorites Lashstash to Go Mascara Sampler Set,10,29,29,29,23.2,23.2,23.2,23.2,5.8,5.8,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.75,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Sephora Favorites Lashstash to Go Mascara Sampler Set,23.2,null,null,null,null,null,null,null,null,2021-11-05 10:23:43,2021-11-05 17:23:43,2021-11-05 10:23:43,202111,2021-11-05,10,2021-11-05 20:04:00,2021-11-05 20:04:00,OrderLine,2021-11-05 10:34:59,PICKUP,2021-11-05 10:43:25,2021-11-07 12:53:28,2021-11-05 10:43:37,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1058841609,39906885170,1,2021-11-05 10:26:04,2021-11-05,2021-11-05 10:26:04,2021-11-17 10:05:25,3,15830722,1636142465251,null,null,39906885170,01,9521464711,2300000052715867,2021-11-05 17:26:04,Online,ROUGE,2267417,Moroccanoil Color Depositing Mask-Cocoa,16,28,28,28,22.4,22.4,22.4,22.4,5.6,5.6,1,null,iphoneAppV2.0,US,USD,null,null,en_US,1.69,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Moroccanoil Color Depositing Mask-Cocoa,22.4,null,null,null,null,null,null,null,null,2021-11-05 10:14:35,2021-11-05 17:14:35,2021-11-05 10:14:35,202111,2021-11-05,10,2021-11-05 20:10:00,2021-11-05 20:10:00,OrderLine,2021-11-05 10:26:04,PICKUP,2021-11-05 10:33:25,2021-11-05 15:57:22,2021-11-05 10:33:27,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1058841609,39906885170,2,2021-11-05 10:26:04,2021-11-05,2021-11-05 10:26:04,2021-11-17 10:05:25,6,15826970,1636142465251,null,null,39906885170,01,9521464711,2300000052715867,2021-11-05 17:26:04,Online,ROUGE,2345197,SEPHORA COLLECTION Lip Sleeping Mask-Strawberry,40,5,5,5,3.5,3.5,3.5,3.5,1.5,1.5,1,null,iphoneAppV2.0,US,USD,null,null,en_US,0.26,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,SEPHORA COLLECTION Lip Sleeping Mask-Strawberry,3.5,null,null,null,null,null,null,null,null,2021-11-05 10:14:35,2021-11-05 17:14:35,2021-11-05 10:14:35,202111,2021-11-05,10,2021-11-05 20:10:00,2021-11-05 20:10:00,OrderLine,2021-11-05 10:26:04,PICKUP,2021-11-05 10:33:25,2021-11-05 15:57:22,2021-11-05 10:33:27,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1145859452,40684807195,1,2021-12-05 21:52:46,2021-12-05,2021-12-05 21:52:46,2021-12-12 10:01:58,10,18517444,1638770355416,2021-12-05 21:55:45,242,40684807195,01,34366684619,null,2021-12-06 05:52:46,Online,BI,1802420,Sol de Janeiro Mini Brazilian Bum Bum Cream-2.5 oz/ 75 mL,15,20,60,60,48,48,48,48,12,12,3,null,mobileWeb,US,USD,null,null,en_US,3.54,null,S,N,N,null,N,N,N,Same Day Delivery,SephoraNormalCommerceItem,sameDayShippingGroup,2021-12-06 23:59:00,N,null,Sol de Janeiro Mini Brazilian Bum Bum Cream-2.5 oz/ 75 mL,48,null,null,null,null,null,null,null,null,2021-12-05 21:36:39,2021-12-06 05:36:39,2021-12-05 21:36:39,202112,2021-12-05,21,2021-12-06 06:18:57,2021-12-08 09:52:34,OrderLine,2021-12-05 21:52:46,SAMEDAY,null,null,null,null,242,null,null,null,null,null,2021-12-06 10:12:44,2021-12-06 08:06:04,0,2021-12-06 11:00:10,Y,null,null,Postmates,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1145859452,40684807195,2,2021-12-05 21:52:46,2021-12-05,2021-12-05 21:52:46,2021-12-12 10:01:58,17,18115028,1638770355416,2021-12-05 21:55:45,242,40684807195,01,34366684619,null,2021-12-06 05:52:46,Online,BI,2205417,Sol de Janeiro Bum Bum Jet Set,15,25,25,25,20,20,20,20,5,5,1,null,mobileWeb,US,USD,null,null,en_US,1.48,null,S,N,N,null,N,N,N,Same Day Delivery,SephoraNormalCommerceItem,sameDayShippingGroup,2021-12-06 23:59:00,N,null,Sol de Janeiro Bum Bum Jet Set,20,null,null,null,null,null,null,null,null,2021-12-05 21:36:39,2021-12-06 05:36:39,2021-12-05 21:36:39,202112,2021-12-05,21,2021-12-06 06:00:00,2021-12-08 09:52:34,OrderLine,2021-12-05 21:52:46,SAMEDAY,null,null,null,null,242,null,null,null,null,null,2021-12-06 10:12:44,2021-12-06 08:06:04,0,2021-12-06 11:00:10,Y,null,null,Postmates,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1044939129,40684497270,1,2021-12-05 21:17:15,2021-12-05,2021-12-05 21:17:15,2021-12-13 09:13:57,16,18513291,1638769077816,null,null,40684497270,01,5035011468,2300000016294496,2021-12-06 05:17:15,Online,BI,1887116,Atelier Cologne Clémentine California Pure Perfume-1.0 oz/ 30 mL Pure Perfume Spray,20,56,56,56,44.8,44.8,44.8,44.8,11.2,11.2,1,null,mobileWeb,US,USD,null,null,en_US,3.37,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Atelier Cologne Clémentine California Pure Perfume-1.0 oz/ 30 mL Pure Perfume Spray,44.8,null,null,null,null,null,null,null,null,2021-12-05 21:06:58,2021-12-06 05:06:58,2021-12-05 21:06:58,202112,2021-12-05,21,2021-12-06 05:38:00,2021-12-06 05:38:00,OrderLine,2021-12-05 21:17:15,PICKUP,2021-12-06 08:26:59,null,2021-12-06 08:27:02,0,242,AUTO_CANCEL,Pickup Window Expired,51,2021-12-05 21:06:58,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1021436516,37325612331,4,2021-06-17 18:58:48,2021-06-17,2021-06-17 18:58:48,2021-06-19 09:19:33,4,10558870,1623981631132,null,null,37325612331,01,9389335648,2300000052284986,2021-06-18 01:58:48,Online,VIB,2418887,Fenty Skin Hydra Vizor Invisible Moisturizer Broad Spectrum SPF 30 Sunscreen-1.7 oz/ 50 mL Refill,15,30,30,30,27,27,27,27,3,3,1,null,default,US,USD,null,null,en_US,2.03,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Fenty Skin Hydra Vizor Invisible Moisturizer Broad Spectrum SPF 30 Sunscreen-1.7 oz/ 50 mL Refill,27,null,null,null,null,null,null,null,null,2021-06-17 18:48:06,2021-06-18 01:48:06,2021-06-17 18:48:06,202106,2021-06-17,18,2021-06-18 02:02:00,2021-06-18 02:02:00,OrderLine,2021-06-17 18:58:48,PICKUP,2021-06-18 08:31:30,2021-06-18 17:56:07,2021-06-18 08:33:01,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1021436516,37325612331,3,2021-06-17 18:58:48,2021-06-17,2021-06-17 18:58:48,2021-06-19 09:19:33,1,10556135,1623981631131,null,null,37325612331,01,9389335648,2300000052284986,2021-06-18 01:58:48,Online,VIB,1924901,fresh Rose & Hyaluronic Acid Deep Hydration Toner-8.4 oz/ 250 mL,15,33.75,33.75,33.75,30.38,30.38,30.38,30.38,3.37,3.37,1,null,default,US,USD,null,null,en_US,2.29,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,fresh Rose & Hyaluronic Acid Deep Hydration Toner-8.4 oz/ 250 mL,30.38,null,null,null,null,null,null,null,null,2021-06-17 18:48:06,2021-06-18 01:48:06,2021-06-17 18:48:06,202106,2021-06-17,18,2021-06-18 02:02:00,2021-06-18 02:02:00,OrderLine,2021-06-17 18:58:48,PICKUP,2021-06-18 08:31:30,2021-06-18 17:56:07,2021-06-18 08:33:01,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
US ONLINE,1021436516,37325612331,5,2021-06-17 18:58:48,2021-06-17,2021-06-17 18:58:48,2021-06-19 09:19:33,2,10341955,1623981631132,null,null,37325612331,01,9389335648,2300000052284986,2021-06-18 01:58:48,Online,VIB,1863588,Youth To The People Superfood Antioxidant Cleanser-8 oz/ 237 mL,15,36,36,36,32.4,32.4,32.4,32.4,3.6,3.6,1,null,default,US,USD,null,null,en_US,2.44,null,S,N,N,null,N,N,N,null,SephoraNormalCommerceItem,inStorePickupShippingGroup,null,N,null,Youth To The People Superfood Antioxidant Cleanser-8 oz/ 237 mL,32.4,null,null,null,null,null,null,null,null,2021-06-17 18:48:06,2021-06-18 01:48:06,2021-06-17 18:48:06,202106,2021-06-17,18,2021-06-18 02:02:00,2021-06-18 02:02:00,OrderLine,2021-06-17 18:58:48,PICKUP,2021-06-18 08:31:30,2021-06-18 17:56:07,2021-06-18 08:33:01,1,242,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
